vertical,city,businessName,phone,address,rating,reviewCount,website,place_id,source,company_number,company_status,incorporation_date,sic_codes,registered_address,director_name,director_role
car_detailers,Birmingham,UltraGloss Mobile Car Detailing Birmingham,07446 954204,"1 Harrisons Pleck, Birmingham, B13 8BD",5,1,,ChIJy20d1o29cEgRATsuXCEtQVk,serpapi,,,,,,,
car_detailers,Birmingham,Stone Spark,07422 530921,"91 Clarence Rd, Birmingham, B11 3LE",4.7,21,,ChIJgXg4tZq7cEgRRlcdKbZ6cfs,serpapi,,,,,,,
car_detailers,Birmingham,The detailing company,07984 576091,"40/42 Kyotts Lake Rd, Sparkbrook, Birmingham, B11 1JT",4.9,33,,ChIJ-Z1JZzu5cEgRDWGraiQ3blw,serpapi,,,,,,,
driving_instructors,Birmingham,RSM Driving School | Driving Lessons Birmingham,0121 753 2700,"171 Somerville Rd, Birmingham, B10 9EY",4.9,3898,https://rsm-drivingschool.co.uk/?utm_source=GMB&utm_medium=organic&utm_campaign=Google%20My%20Business,ChIJsfEpQ6G7cEgRgoaaevIsc0o,serpapi,,,,,,,
driving_instructors,Birmingham,Just Pass School of Motoring Ltd,0121 270 5659,"109 Percy Rd, Birmingham, B11 3NQ",4.7,984,https://justpass.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp,ChIJnwUcQeu7cEgR8V7fG1VB48A,serpapi,,,,,,,
driving_instructors,Birmingham,Automatic & Manual Driving Lessons Birmingham,07435 962919,"198, 202 Waterloo Rd, Birmingham, B25 8LD",4.9,219,http://www.justpass.uk/,ChIJRSN2Cbe7cEgRqihy9hZomqA,serpapi,,,,,,,
driving_instructors,Birmingham,Result Driving School,0121 242 5151,"17 School Rd, Hall Green, Birmingham, B28 8JG",4.9,1256,http://resultdrivingschool.co.uk/,ChIJpzeb4ti7cEgR-nxxRV3uCi8,serpapi,,,,,,,
driving_instructors,Birmingham,No Gears Driving Academy,0800 048 7619,"Blackthorn House Suite, 2A St Paul's Square, Birmingham, B3 1RL",5,129,http://www.nogearsdrivingacademy.uk/,ChIJZT7EzBS9cEgRfgSxGo4mBQk,serpapi,,,,,,,
driving_instructors,Birmingham,Prime Learner | Birmingham’s Premier Driving School Est. 2009,07737 108717,"number 27, 1 Langley Walk, Birmingham, B15 2EF",5,1206,https://primelearner.co.uk/,ChIJzbvIsV-8cEgR8VHd6wSdEtw,serpapi,,,,,,,
driving_instructors,Birmingham,Manual & Automatic Driving Schools Birmingham,07435 962919,"1A Highfield Rd, Birmingham, B28 0EL",5,239,http://www.justpass.uk/,ChIJt1hIo2O5cEgRcNzAZNzInfI,serpapi,,,,,,,
driving_instructors,Birmingham,Simply Automatic Driving School,07940 717115,"8 Wadhurst Rd, Edgbaston, Birmingham, B17 8JE",4.9,318,http://simplyautomatics.com/,ChIJ_c4NbHS9cEgRFQezFkVBe_Q,serpapi,,,,,,,
driving_instructors,Birmingham,Dr L Test Driving School,07977 916496,"150 New St, Birmingham, B2 4PA",4.9,200,http://www.drltestdrivingschool.co.uk/,ChIJ6RhI2Yi8cEgRzuzW_YbjPlc,serpapi,,,,,,,
driving_instructors,Birmingham,Pass & Go Birmingham,0121 441 3111,"King's Heath, Birmingham, B14 7BZ",5,254,http://www.passandgodrivingschool.co.uk/,ChIJm02JJQO8cEgRVP93u4W_yb0,serpapi,,,,,,,
driving_instructors,Birmingham,MNM Automatic Driving School - Birmingham / Edgbaston,07830 112698,"10 Springmeadow Rd, Birmingham, B15 2GA",4.9,225,https://mnmdrivingschool.co.uk/,ChIJ84ZOZGe8cEgRmKxYBwSj3P0,serpapi,,,,,,,
driving_instructors,Birmingham,WM Driving School Birmingham,07741 777222,"Shirley Rd, Birmingham, B27 7NP",5,40,https://wmdrivingschool.co.uk/,ChIJzdmZa3q7cEgRhF8h8-ma9Lo,serpapi,,,,,,,
driving_instructors,Birmingham,1Driving.co.uk Driving School Birmingham,07950 994411,"354 Windward Way, Birmingham, B36 0UH",5,36,http://www.1driving.co.uk/,ChIJfaefy0y5cEgRQM461wHT85I,serpapi,,,,,,,
driving_instructors,Birmingham,Friendly Manual & Automatic Driving School in Birmingham,07773 000669,"Granby Ave, Garrett's Green, Birmingham, B33 0TJ",5,259,https://www.friendlydrivingschool.co.uk/,ChIJNVrbXsG9cEgRUPtLZ1AscMs,serpapi,,,,,,,
driving_instructors,Birmingham,A.R.T School of Motoring Ltd,07949 846595,"Office 1, Isabella House, 24-26 Regent Pl, Birmingham B1 3NJ",5,188,https://www.artschoolofmotoring.co.uk/,ChIJpcn4CrK8cEgRKFxSIA6Oof0,serpapi,,,,,,,
driving_instructors,Birmingham,Pass2Success Driving School,0333 772 4323,"14 Dorrington Rd, Perry Barr, Birmingham, B42 1QS",4.8,241,https://www.pass2success.co.uk/,ChIJ77qQ7HtTPYgRLcUaP4IY2-E,serpapi,,,,,,,
driving_instructors,Birmingham,10DayDrive Driving School,0121 266 5867,"Guildford Dr, Birmingham, B19 2LZ",5,74,https://www.10daydrive.co.uk/,ChIJt1Dm6bm9cEgRk9FG07xMM0U,serpapi,,,,,,,
driving_instructors,Birmingham,Now Pass Driving School,07592 080769,"2 Caroline St, Birmingham, B2 0TY",5,58,https://www.nowpass.co.uk/contact-us/,ChIJr52WdNW9cEgRlmsGvVpFUEg,serpapi,,,,,,,
driving_instructors,Birmingham,Waq’s Driving School | Driving Instructor Birmingham,07888 199438,"Ward End Park Rd, Birmingham, B8 3PH",5,130,,ChIJp-NZAXMl4goR6daPE0iCzZE,serpapi,,,,,,,
driving_instructors,Birmingham,5 day pass intensive driving courses Birmingham and Solihull,07555 574123,"Clay Ln, Birmingham, B26 1ET",4.9,146,https://5daypass.co.uk/,ChIJs9KE6kW7cEgR_RQfkr7Ivww,serpapi,,,,,,,
gardeners,Birmingham,Genuine Gardener,0333 014 2847,"60-61 Tenby St N, Birmingham, B1 3EG",4.9,37,,ChIJG5DmNu68cEgRf6tPRjmpnl4,serpapi,,,,,,,
gardeners,Birmingham,T&A Birmingham Gardeners,07910 692673,"423 Court Oak Rd, Harborne, Birmingham, B32 2DY",5,40,https://tabirminghamgardeners.co.uk/,ChIJJQJUodiXcEgRt7cY364yGpg,serpapi,,,,,,,
gardeners,Birmingham,Birmingham Gardeners,07748 805122,"200B Bristol Rd, Selly Park, Birmingham, B5 7UB",5,10,http://birminghamgardeners.net/,ChIJPyEw_Qa9cEgRnnbOtZux_O8,serpapi,,,,,,,
gardeners,Birmingham,Green Gardeners,0121 647 3583,"30 Forsythia Cl, Birmingham, B31 1XN",4.8,52,https://greengardeners.co.uk/,ChIJv3U2fP-9cEgRXsOE1zkqF7A,serpapi,,,,,,,
gardeners,Birmingham,Green City Grounds Maintenance,,"72 Shorters Ave, Birmingham, B14 4BG",4.5,42,https://www.greencitygm.co.uk/,ChIJzy1ImGi_cEgRVPU0RaURo9k,serpapi,,,,,,,
gardeners,Birmingham,J Kelly gardening and landscaping services,07718 620226,"115 Hazelwell Cres, Stirchley, Birmingham, B30 2QE",4.9,112,https://jkellygardeningservices.co.uk/,ChIJWeHCXZu-cEgRDkomHdwjqvo,serpapi,,,,,,,
gardeners,Birmingham,TKL Birmingham Gardener,07356 022036,"415 Court Oak Rd, Harborne, Birmingham, B32 2DX",4.8,22,https://birminghamgardener.co.uk/?utm_source=google&utm_medium=organic&utm_content=main_button&utm_campaign=gmb,ChIJaUWCXGsCdoERZbzDUu6stNQ,serpapi,,,,,,,
gardeners,Birmingham,Gardener in Birmingham,07795 620471,"75 Tinkers Farm Rd, Birmingham, B31 1RN",5,5,https://www.gardenerinbirmingham.co.uk/contact,ChIJifT_P_SVcEgRyOfycsBQFs4,serpapi,,,,,,,
gardeners,Birmingham,MJD Local Garden Services,07724 752631,"57 Este Rd, Birmingham, B26 2ES",5,23,,ChIJv1vNWxi7cEgR2iqs9uFxV8A,serpapi,,,,,,,
gardeners,Birmingham,Dandscaping.co.uk - Home and Garden Maintenance,07586 538279,"96 Cliff Rock Rd, Rednal, Birmingham, B45 8QG",5,57,https://www.dandscaping.co.uk/,ChIJ-_GxibYiESARXsxp086jlAo,serpapi,,,,,,,
gardeners,Birmingham,Higher Groundz landscapes and lawn care,,"41 Graham Rd, Birmingham, B25 8JU",5,22,https://highergroundlandscapes.com/,ChIJtSCUXNC7cEgRQHhZq5ikaus,serpapi,,,,,,,
gardeners,Birmingham,Tec Mow,0121 582 2533,"17 Anderton Park Rd, Birmingham, B13 9BQ",4.8,19,https://tecmow.com/,ChIJP6mVt-K7cEgRIAEPTOI6k_8,serpapi,,,,,,,
gardeners,Birmingham,Bricks & Roses,07816 620841,"28 Poulton Cl, Birmingham, B13 9SD",4.8,20,https://bricksandroses.com/,ChIJMYCBSAa8cEgRhBeMBBW7whE,serpapi,,,,,,,
gardeners,Birmingham,Leaftime Gardens,07942 911635,"364 Moor Green Ln, Birmingham, B13 8QP",5,9,,ChIJhUjMDQv81wkR5lPEjNhUA_Y,serpapi,,,,,,,
gardeners,Birmingham,Flowers Landscape Gardening,07773 503816,"140 Perch Ave, Fordbridge, Birmingham, B37 5NB",4.4,240,http://www.flowers-landscaping.co.uk/,ChIJf4vE11uwcEgReF2aqWgANus,serpapi,,,,,,,
gardeners,Birmingham,Dans gardening,07365 214123,"Perry Wood Rd, Birmingham, B42 2BQ",5,4,https://www.dansgardening.co.uk/,ChIJD_LOoyrr0mgRQVCyjHc89As,serpapi,,,,,,,
gardeners,Birmingham,Harborne Garden Services,07438 328838,"66 Wheats Ave, Harborne, Birmingham, B17 0RJ",4.8,18,http://www.harbornegardenservices.co.uk/,ChIJATxGNQIB6KARC9P1_qxkbGU,serpapi,,,,,,,
gardeners,Birmingham,Apple green garden services,07716 261623,"131 Birkenshaw Rd, Birmingham, B44 8UN",5,14,,ChIJd0kxbZijcEgRDPJxpM3sP0E,serpapi,,,,,,,
gardeners,Birmingham,Worth It Home & Garden Management Co,07907 223587,,5,43,https://www.worthithomeandgarden.uk/,ChIJF3HzmWjbDUoRhsjUW-5Vr54,serpapi,,,,,,,
gardeners,Birmingham,"Caspar Clearance, Gardening & Waste Removal Services",07777 738484,"230 Bradford St, Birmingham, B12 0BE",4.9,86,https://casparclearance.co.uk/,ChIJI7fsa4u9cEgRdGEDVuJfgn4,serpapi,,,,,,,
weddings,Birmingham,Memoirz,07581 194523,"Custard Factory, Gibb St, Deritend, Birmingham B9 4AA",4.8,101,http://www.memoirz.co.uk/,ChIJ8bpoEJm7cEgR7dbRhn9_zaU,serpapi,,,,,,,
weddings,Birmingham,Adela Ceu Wedding Photographer Birmingham,07852 440906,,4.9,68,https://www.facebook.com/adelaceu11,ChIJTcBK8iXeOqAR3yh80-9O_Is,serpapi,,,,,,,
weddings,Birmingham,Premier Weddings,07795 567093,"Fairgate House, 205 Kings Rd, Tyseley, Birmingham B11 2AA",4.8,51,,ChIJT_ElyGq7cEgRuQ1uRVEhPRQ,serpapi,,,,,,,
weddings,Birmingham,Specular Visuals,07523 272594,"Ste 316, Bradford Court Business Centre, 123 -131 Bradford St, Birmingham B12 0NS",4.8,68,http://www.specularvisuals.co.uk/,ChIJmSmn9VC_cEgRKW0sxtU-SGo,serpapi,,,,,,,
weddings,Birmingham,Afaqs UK LTD | Asian Wedding Photography And Videography Birmingham,07586 504225,"406 Kingstanding Rd, Birmingham, B44 8LD",5,24,http://afaqs.co.uk/,ChIJo6eewRG7cEgRkqC8zxt0wJs,serpapi,,,,,,,
weddings,Birmingham,Amy-Rose Photography,07920 797286,"120 Vyse St, Birmingham, B18 6NF",5,37,http://www.amy-rose.co.uk/,ChIJfWhWLuy8cEgRDycHaUpwsYI,serpapi,,,,,,,
weddings,Birmingham,Ayaans Films,07479 921714,"House, Suite 109, Bridge, 509 Aldridge Rd, Great Barr, Birmingham B44 8NA",5,117,http://www.ayaans.co.uk/,ChIJCd9Pr3-8cEgRJcbbEphEjfE,serpapi,,,,,,,
weddings,Birmingham,Darron Palmer Photography,07545 353312,"23f Vyse St, Birmingham, B18 6LE",5,237,http://www.darronpalmerphotography.co.uk/,ChIJVW6HHxKWcEgRHVpT_djHi2s,serpapi,,,,,,,
weddings,Birmingham,Anastasia Jobson Photography,07956 448760,"Unit 220, Zellig Building, The Custard Factory, Gibb St, Deritend, Birmingham B9 4AT",5,204,https://www.anastasiajobson.com/,ChIJTYlNRuq9cEgRqVy1QL_1dSo,serpapi,,,,,,,
weddings,Birmingham,Ikonic Media Solutions Wedding Photography,07921 836946,"7 Vicarage Rd, Wednesbury, WS10 9DW",5,155,https://ikonicmediasolutions.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=website,ChIJ55OVIfW9cEgRYWnosfqNop0,serpapi,,,,,,,
weddings,Birmingham,Sky Light Film & Photography,07904 036662,"56 Grafton Rd, Handsworth, Birmingham, B21 8PL",4.5,15,http://www.sky-light.co.uk/,ChIJs3Re8TG9cEgRCQik_Yl7t5M,serpapi,,,,,,,
weddings,Birmingham,Kate Jackson Photography,07720 328116,"Ivy Rd, Stirchley, Birmingham, B30 2NU",5,49,http://www.katejacksonphotography.co.uk/,ChIJldY4C328cEgRfpGS7mUCK_4,serpapi,,,,,,,
weddings,Birmingham,Frank Wood Photography,,"Cornfield Rd, Birmingham, B31 2EA",5,25,https://www.frankwoodphotography.co.uk/,ChIJNZH8hwi-cEgRsUEaiIVj_Iw,serpapi,,,,,,,
weddings,Birmingham,Makesh Verma Visuals/M V Films Co.,07932 664025,"Ashcombe Ave, Birmingham, B20 1AT",5,14,http://www.makeshverma.com/,ChIJH0RL10yjcEgRfBjBzeSyemk,serpapi,,,,,,,
weddings,Birmingham,Digital Perfection - Asian Wedding Photography,07932 479429,,5,49,https://www.digitalperfection.co.uk/,ChIJczs1aFm5cEgRaJRaf7i1QME,serpapi,,,,,,,
weddings,Birmingham,Shots By Hanif,07983 275382,"205 Kings Rd, Tyseley, Birmingham, B11 2AA",4.8,142,,ChIJ7Y6-2ee7cEgR2RtDCf4zQyI,serpapi,,,,,,,
weddings,Birmingham,VIP Media Group (Asian Wedding Photography & Videography),07974 722722,"Highfield House, Buisness Centre, 1562 Stratford Rd, Birmingham B28 9HA",4.1,36,https://www.vipmediagroup.co.uk/,ChIJqU_RGZa8cEgR0ejQ5xd3pfU,serpapi,,,,,,,
weddings,Birmingham,S4 STUDIO,0121 296 8424,"94 -97 Charles Henry St, Birmingham, B12 0SJ",5,325,http://www.s4-studio.com/,ChIJURTdUHu8cEgRTXhVgdmgOik,serpapi,,,,,,,
weddings,Birmingham,Ross Jukes Photography,07870 753365,"Birmingham, B18 6HP",5,21,https://www.rossjukesphoto.co.uk/,ChIJJ8MNqJK8cEgRpCwTVBPQfjQ,serpapi,,,,,,,
weddings,Birmingham,Clive Blair Photography,07809 505242,,5,77,https://cliveblair.co.uk/,ChIJnXj3hLikcEgRAV7jv9UT_Ng,serpapi,,,,,,,
nails,London,PAINT Nails London - Oxford Street,020 8127 1121,"28 Market Pl, London, W1W 8AW",4.9,1354,https://paintnailslondon.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,ChIJASHDw70bdkgRU5b-RUtMFkc,serpapi,,,,,,,
nails,London,"Townhouse Nail Salon, Covent Garden",020 7947 0100,"6 Slingsby Pl, London, WC2E 9AB",4.6,788,https://townhouse.co.uk/locations/covent-garden/?utm_source=google&utm_medium=organic_gbp&utm_campaign=london,ChIJbdFqjGoFdkgR3KFvZ4DApNg,serpapi,,,,,,,
nails,London,The Loce Nails Garden - Covent Garden,07899 239616,"180 Drury Ln, London, WC2B 5QF",4.8,423,https://www.fresha.com/book-now/the-loce-nails-garden-o3pw2ivy/all-offer?pId=1299726,ChIJI_d-mQcbdkgRtYGswpKfrNU,serpapi,,,,,,,
nails,London,Trieu Nails London,020 8981 8161,"105 Roman Rd, Bethnal Green, London, E2 0QN",4.8,825,http://www.trieunails.com/,ChIJB052-9gcdkgRxP8pnYc6cB8,serpapi,,,,,,,
nails,London,Iris Avenue Nail and Beauty Bar,020 7636 8866,"32 Store St, London, WC1E 7BS",4.8,767,https://www.irisavenue.com/,ChIJp39AgCcbdkgRSd9MBU-WLOI,serpapi,,,,,,,
nails,London,The Nail Spa Marylebone,020 7486 2437,"5 George St, London, W1U 3QQ",4.7,580,https://phorest.com/book/salons/thenailspa1,ChIJXa8ICTwbdkgR-MTuQes2J_s,serpapi,,,,,,,
nails,London,Nails & Beauty Studio London | BIAB Nails Specialist - Oxford Street,07300 454609,"10 Bedford Ave, London, WC1B 3GH",5,145,https://nailsstudiolondon.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb,ChIJH18lt7EbdkgRmHPKqRcmC5Y,serpapi,,,,,,,
nails,London,THE NAILSCAPE - Covent Garden,07398 108089,"23 Great Queen St, London, WC2B 5BB",4.8,233,https://nailscape.co.uk/,ChIJW_16wZIbdkgRtkKtgS1kMOQ,serpapi,,,,,,,
nails,London,"Nail Salon Knightsbridge_ Beauchamp Nail Bar (Kensington, Chelsea, London)",07783 654803,"1st floor, 26 Beauchamp Pl, London, SW3 1NJ",5,180,https://www.beauchampnailbar.co.uk/,ChIJf7x5AwAFdkgR03sU-v_GPvw,serpapi,,,,,,,
nails,London,Nailstation,020 3868 9575,"82 York St, London, W1H 1QP",4.9,374,https://www.thenailstation.co.uk/,ChIJ20bVIMoadkgROMxFmB62MyY,serpapi,,,,,,,
nails,London,Your Nail Crush Soho,07915 743972,"Inside Vaisu Beauty, 10/11 Archer St, London, W1D 7AZ",5,413,https://linktr.ee/yournailcrush,ChIJv3okW9kFdkgRlFoa_9ZvOvY,serpapi,,,,,,,
nails,London,Rachel's Nails & Coffee,020 7636 6333,"34 Windmill St, London, W1T 2JR",4.5,249,https://www.rachelsnailsandcoffee.com/,ChIJuWimFCwbdkgRDSalUlLR8Qo,serpapi,,,,,,,
nails,London,"Townhouse Nail Salon, Victoria",020 7947 0100,"129 Victoria St, London, SW1E 6RD",4.8,641,https://townhouse.co.uk/locations/victoria/?utm_source=google&utm_medium=organic_gbp&utm_campaign=london,ChIJ9QAn5nUFdkgRc7vBCelt2M8,serpapi,,,,,,,
nails,London,Mia Nail Studio Covent Garden,07515 379686,"61 Endell St, London, WC2H 9AJ",4.5,244,https://www.mianailstudio.co.uk/,ChIJlS0CJmsbdkgR6MbS6Go-K4w,serpapi,,,,,,,
nails,London,Glam Touch Nails Salon (Female Only) - Korean Nails,07391 634093,"Glam Touch, Brunswick centre, London, WC1N 1AE",4.8,319,https://glamtouch.co.uk/pages/glam-nails-beauty-salon,ChIJA0WzLHsbdkgRPcplzs0JAZc,serpapi,,,,,,,
nails,London,"Townhouse Nail Salon, Mayfair",020 7947 0100,"The House of ELEMIS, 2 Lancashire Ct, London, W1S 1EX",4.7,490,https://townhouse.co.uk/locations/mayfair/?utm_source=google&utm_medium=organic_gbp&utm_campaign=london,ChIJ28bT6SEFdkgROLzbq1j9bPY,serpapi,,,,,,,
nails,London,The Nail Garden Leicester Square,020 7839 4100,"31 Whitcomb St., London, WC2H 7EP",4.3,278,https://widget.treatwell.co.uk/place/the-nail-garden-leicester-square/,ChIJWbuE1H8FdkgRhVLhguzGgr8,serpapi,,,,,,,
nails,London,Nail Spa Marylebone - Original,020 3838 8081,"5 Paddington St, London, W1U 5QF",4.7,682,http://www.nailspa.org/,ChIJW1VE49EadkgRQXopVv2jHj0,serpapi,,,,,,,
nails,London,Luxe Nails & Beauty,07576 677787,"92 Cleveland St, London, W1T 6NN",4.9,168,https://luxenailsbeauty.co.uk/,ChIJh5DaDcPie4ERx9o8DgHqEK0,serpapi,,,,,,,
nails,London,Nail Lounge,020 3583 9790,"85 Whitechapel High St, London, E1 7QX",4.5,203,https://www.fresha.com/a/the-nail-lounge-london-85-whitechapel-high-street-uruu0act,ChIJfzh8o8ocdkgR36kn0rU0OVs,serpapi,,,,,,,
electrician,London,London Electricians 24/7,020 3651 9615,"116 Edgeworth Rd, London, N3 3EZ",5,128,https://www.london-electricians-247.co.uk/,ChIJ_wdrYKSp2EcRFWO4kxHqR5k,serpapi,,,,,,,
electrician,London,London Electricians,020 8728 9179,"166 Sussex Gardens, Tyburnia, London, W2 1TP",4.7,108,https://www.london-electricians.com/,ChIJl5VFXLAadkgRN95tINrK1fI,serpapi,,,,,,,
electrician,London,London Electrics Ltd,07795 695656,"22 Margaret Way, London, IG4 5DD",5,305,https://londonelectrics.ltd/,ChIJ3SeU1TeW_wcRoi3CEV66mY0,serpapi,,,,,,,
electrician,London,Electrical Solutions 247 Ltd,07777 968288,"Flat 3, 117 Cannon St Rd, London, E1 2LX",5,330,https://www.electricalsolutions247ltd.co.uk/,ChIJSXii85EDdkgRFFUMtcUG2XM,serpapi,,,,,,,
electrician,London,Al-Amin Electrical Contractor,020 7476 2153,"20, Peninsula Court, 2 Montford Pl, London E15 2QW",4.9,526,https://www.al-aminelectrical.co.uk/,ChIJP0qjZHKo2EcRv986_aUMZlI,serpapi,,,,,,,
electrician,London,Certified Electricians London Ltd,07951 966439,"4, 156 Westferry Rd, London, E14 3QA",5,350,http://www.certifiedelectricians.london/,ChIJbYc7EXMDdkgRJ9BUyZ3vn8g,serpapi,,,,,,,
electrician,London,London 24/7 Electrical Ltd,020 7183 7974,"36 De Frene Rd, London, SE26 4AG",4.4,42,http://www.london247electrical.co.uk/contact,ChIJV5k4nYABdkgRTWfL77oRmB8,serpapi,,,,,,,
electrician,London,MK Electrical London,020 7385 5016,"Townmead Business Centre, William Morris Way, London, SW6 2SZ",5,124,https://www.mkelectricallondon.co.uk/home,ChIJtT36GYEFdkgR4eDVet8OEVo,serpapi,,,,,,,
electrician,London,BESA Electrical Services LTD,020 3633 8937,"160 City Rd, London, EC1V 2NX",5,342,https://besaelectricalservices.com/,ChIJ8WVfIucddkgR7BvX9-pw8E8,serpapi,,,,,,,
electrician,London,My Local Electrician in London,020 3685 2078,"27 Rivington Cres, London, NW7 2LE",5,149,https://my-local-electrician.co.uk/,ChIJkyY9jEUXdkgRlbcLGHJqAkY,serpapi,,,,,,,
electrician,London,One Spark Electrics,07716 174659,,5,39,https://www.onesparkelectrics.com/,ChIJT696fOHVS04R_Noydbyhd4Y,serpapi,,,,,,,
electrician,London,SES Electrical Contractors (UK) Ltd,020 7523 5373,"16 Stirling Rd, Chiswick, London, W3 8DJ",4.9,447,https://seselectricalcontractors.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp,ChIJe5e48VLVdUgRjn45dIBoL0g,serpapi,,,,,,,
electrician,London,KADRIEN ELECTRICAL LTD,07984 143933,"11 Grimwade Cl, London, SE15 3HN",5,121,https://www.kadrienelectrical.co.uk/,ChIJ2VK4BykDdkgR0xA5maMLvdE,serpapi,,,,,,,
electrician,London,First Strike Electrical Ltd,07931 388466,"19-21 Crawford St, London, W1H 1PJ",4.6,157,http://www.firststrikeelectrical.co.uk/,ChIJl2EpFFkbdkgRzRC8PZ7XVUI,serpapi,,,,,,,
electrician,London,London Electricians Direct,020 3794 7000,"48 Farringdon St, London, EC4A 4LL",4.2,64,http://www.londonelectriciansdirect.co.uk/,ChIJORQ-R6zuc0gRA9qSLe6Arkw,serpapi,,,,,,,
electrician,London,Prime Electricians London,07732 012159,"9 Henrietta Cl, London, SE8 3EJ",4.9,64,http://primeelectrical-sg.co.uk/,ChIJtaYfnvB29AoRtTJ9lQ7haVk,serpapi,,,,,,,
electrician,London,Wood Electrical,020 8012 8258,"3rd Floor, 207 Regent St., London, W1B 3HH",5,133,http://www.woodelectrical.uk/,ChIJAQBQT0kbdkgRAhPyHhwb8gw,serpapi,,,,,,,
electrician,London,Londoners electric,07947 140572,"Barnfield Cl, London, N4 4SG",5,95,https://londonerselectric.co.uk/,ChIJw3AV-RkbdkgR2KAhNcEmZkY,serpapi,,,,,,,
electrician,London,Pulse Electrical London Ltd,020 3504 0000,"Unit 14B, Laynes House, 526-528 Watford Wy, London NW7 4RS",4.9,159,https://www.pulse-electrical.co.uk/?utm_source=google&utm_medium=local_business&utm_campaign=gmb,ChIJyczx6k0XdkgR8Rxu0DObets,serpapi,,,,,,,
electrician,London,RCD Electrical LTD,020 3488 2928,"13 St Bride St, London, EC4A 4AS",5,142,https://rcdelectrician.co.uk/,ChIJrWlvMiAmS4cRzcD3iubY1g0,serpapi,,,,,,,
dog_groomers,London,Dog Grooming Camden,07961 861227,"13 Brecknock Rd, London, N7 0BL",5,215,http://doggroomingcamden.co.uk/,ChIJRfqTKQAbdkgRXxt0j3cr-HM,serpapi,,,,,,,
dog_groomers,London,Groomer London,020 3062 4681,"55 Kensington Church St, London, W8 4BA",4.8,174,https://groomerlondon.com/,ChIJCbaMACEPdkgRKSPbTXKlIaE,serpapi,,,,,,,
dog_groomers,London,Pawlour Spa - Dog Groomers,020 3576 1327,"426 St John St, London, EC1V 4NJ",4.9,213,http://www.pawlourspa.com/,ChIJ6VGqL3cbdkgRdPXZdhc99DE,serpapi,,,,,,,
dog_groomers,London,Hair Of The Doggy,020 4501 1298,"219-221 East St, London, SE17 2SS",4.8,250,http://www.hairofthedoggy.co.uk/,ChIJlUFzz2MDdkgRACF-WYpqdgk,serpapi,,,,,,,
dog_groomers,London,Lola's Pet Salon,07901 360283,"London, NW3 4NR",5,107,https://lolaspetsalon.com/,ChIJFcEyaQAbdkgR1xF7fp_PcTQ,serpapi,,,,,,,
dog_groomers,London,London Dog Grooming Co.Battersea,020 8127 8635,"216 Battersea Park Rd, London, SW11 4ND",4.5,133,http://www.londondoggroomingcompany.co.uk/,ChIJyRUghAoFdkgR4BcqlBVgD_0,serpapi,,,,,,,
dog_groomers,London,The Pet Spa,020 3302 3150,"309 Fulham Rd., London, SW10 9QH",4.5,229,https://thepetspalondon.co.uk/,ChIJ-RoxvWgFdkgRkFR-Z7WJK-o,serpapi,,,,,,,
dog_groomers,London,Starpets London,07427 272774,"49 Chelsea Manor St, London, SW3 5RZ",5,177,https://starpets.myonlineappointment.com/,ChIJ_8D65YcFdkgRF1mxZ7sqdZQ,serpapi,,,,,,,
dog_groomers,London,Groom Dog City,020 3487 0698,"9 Ravenscroft St, London, E2 7SH",4.5,238,http://www.groomdogcity.com/,ChIJOVmXo8Kn2EcRRvgcfNusTl0,serpapi,,,,,,,
dog_groomers,London,Pooch's Butler,020 3770 9366,"71 York St, London, W1H 1BJ",4.8,203,http://poochsbutler.co.uk/,ChIJOR8I4QkbdkgRrRQAzkzbrxE,serpapi,,,,,,,
dog_groomers,London,Hot Dogs Grooming London,07747 458866,"Unit 31, Containerville, 1 Emma St, London E2 9FP",5,33,https://www.hotdogsgroominglondon.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4743683406694539403,ChIJ71CTpAcddkgRmKE1Ym_Fqo8,serpapi,,,,,,,
dog_groomers,London,Silver Bark Grooming,07894 523547,"Flat 4, 24 Southgate Rd, London, N1 3GN",4.8,29,https://silverbarkgrooming.com/,ChIJYfPK_ZgcdkgR58wec2KHcDs,serpapi,,,,,,,
dog_groomers,London,Dog & Groom,020 8672 4888,"21 Bellevue Rd, London, SW17 7EB",4.8,72,http://dogandgroomshop.com/,ChIJn5HG_J4FdkgRxx498d7ZiX0,serpapi,,,,,,,
dog_groomers,London,Mon Joli Chien,020 3551 1129,"50 Amwell St, London, EC1R 1XS",4.8,170,http://www.mjclondon.com/,ChIJQc7cTz0ddkgRguV6ja2Xk5I,serpapi,,,,,,,
dog_groomers,London,The Spotlight Groomers Puppy & Dog Grooming Specialists,07566 224017,"23 Plough Way, London, SE16 2LS",4.7,117,https://www.instagram.com/thespotlightgroomers/,ChIJldfq9-ACdkgRNfbIXmOnbK4,serpapi,,,,,,,
